date,state,state_abb,cat_tax,cat_str,rev,year,quarter
Q2-2013,Alabama,AL,T50,T50 Death and Gift Taxes,0,2013,2
Q2-2013,Alabama,AL,T51,T51 Documentary and Stock Transfer Taxes,10,2013,2
Q2-2013,Alabama,AL,T53,T53 Severance Taxes,31,2013,2
Q2-2013,Alabama,AL,T99,"T99 Taxes, Not Elsewhere Classified",0,2013,2
Q2-2013,Alabama,AL,TOTAL,Total Taxes,2412,2013,2
Q3-2013,Alabama,AL,T01,T01 Property Taxes,13,2013,3
Q3-2013,Alabama,AL,T09,T09 General Sales and Gross Receipts Taxes,584,2013,3
Q3-2013,Alabama,AL,T10,T10 Alcoholic Beverages Sales Tax,44,2013,3
Q3-2013,Alabama,AL,T11,T11 Amusements Sales Tax,0,2013,3
Q3-2013,Alabama,AL,T12,T12 Insurance Premiums Sales Tax,112,2013,3
Q3-2013,Alabama,AL,T13,T13 Motor Fuels Sales Tax,129,2013,3
Q3-2013,Alabama,AL,T14,T14 Pari-Mutuels Sales Tax,0,2013,3
Q3-2013,Alabama,AL,T15,T15 Public Utilities Sales Tax,188,2013,3
Q3-2013,Alabama,AL,T16,T16 Tobacco Products Sales Tax,31,2013,3
Q3-2013,Alabama,AL,T19,T19 Other Selective Sales and Gross Receipts Taxes,75,2013,3
Q3-2013,Alabama,AL,T20,T20 Alcoholic Beverages License,0,2013,3
Q3-2013,Alabama,AL,T21,T21 Amusements License,0,2013,3
Q3-2013,Alabama,AL,T22,T22 Corporations In General License,12,2013,3
Q3-2013,Alabama,AL,T23,T23 Hunting and Fishing License,5,2013,3
Q3-2013,Alabama,AL,T24,T24 Motor Vehicles License,48,2013,3
Q3-2013,Alabama,AL,T25,T25 Motor Vehicle Operators License,6,2013,3
Q3-2013,Alabama,AL,T27,T27 Public Utilities License,3,2013,3
Q3-2013,Alabama,AL,T28,"T28 Occupation and Business License, Not Elsewhere Classified",11,2013,3
Q3-2013,Alabama,AL,T29,T29 Other License Taxes,0,2013,3
Q3-2013,Alabama,AL,T40,T40 Individual Income Taxes,783,2013,3
Q3-2013,Alabama,AL,T41,T41 Corporation Net Income Taxes,60,2013,3
Q3-2013,Alabama,AL,T50,T50 Death and Gift Taxes,0,2013,3
Q3-2013,Alabama,AL,T51,T51 Documentary and Stock Transfer Taxes,12,2013,3
Q3-2013,Alabama,AL,T53,T53 Severance Taxes,31,2013,3
Q3-2013,Alabama,AL,T99,"T99 Taxes, Not Elsewhere Classified",0,2013,3
Q3-2013,Alabama,AL,TOTAL,Total Taxes,2147,2013,3
Q4-2013,Alabama,AL,T01,T01 Property Taxes,137,2013,4
Q4-2013,Alabama,AL,T09,T09 General Sales and Gross Receipts Taxes,594,2013,4
Q4-2013,Alabama,AL,T10,T10 Alcoholic Beverages Sales Tax,49,2013,4
Q4-2013,Alabama,AL,T11,T11 Amusements Sales Tax,0,2013,4
Q4-2013,Alabama,AL,T12,T12 Insurance Premiums Sales Tax,76,2013,4
Q4-2013,Alabama,AL,T13,T13 Motor Fuels Sales Tax,133,2013,4
Q4-2013,Alabama,AL,T14,T14 Pari-Mutuels Sales Tax,0,2013,4
Q4-2013,Alabama,AL,T15,T15 Public Utilities Sales Tax,177,2013,4
Q4-2013,Alabama,AL,T16,T16 Tobacco Products Sales Tax,30,2013,4
Q4-2013,Alabama,AL,T19,T19 Other Selective Sales and Gross Receipts Taxes,69,2013,4
Q4-2013,Alabama,AL,T20,T20 Alcoholic Beverages License,4,2013,4
Q4-2013,Alabama,AL,T21,T21 Amusements License,0,2013,4
Q4-2013,Alabama,AL,T22,T22 Corporations In General License,10,2013,4
Q4-2013,Alabama,AL,T23,T23 Hunting and Fishing License,8,2013,4
Q4-2013,Alabama,AL,T24,T24 Motor Vehicles License,57,2013,4
Q4-2013,Alabama,AL,T25,T25 Motor Vehicle Operators License,4,2013,4
Q4-2013,Alabama,AL,T27,T27 Public Utilities License,4,2013,4
Q4-2013,Alabama,AL,T28,"T28 Occupation and Business License, Not Elsewhere Classified",22,2013,4
Q4-2013,Alabama,AL,T29,T29 Other License Taxes,0,2013,4
Q4-2013,Alabama,AL,T40,T40 Individual Income Taxes,748,2013,4
Q4-2013,Alabama,AL,T41,T41 Corporation Net Income Taxes,74,2013,4
Q4-2013,Alabama,AL,T50,T50 Death and Gift Taxes,0,2013,4
Q4-2013,Alabama,AL,T51,T51 Documentary and Stock Transfer Taxes,10,2013,4
Q4-2013,Alabama,AL,T53,T53 Severance Taxes,29,2013,4
Q4-2013,Alabama,AL,T99,"T99 Taxes, Not Elsewhere Classified",0,2013,4
Q4-2013,Alabama,AL,TOTAL,Total Taxes,2237,2013,4
Q1-2014,Alabama,AL,T01,T01 Property Taxes,166,2014,1
Q1-2014,Alabama,AL,T09,T09 General Sales and Gross Receipts Taxes,569,2014,1
Q1-2014,Alabama,AL,T10,T10 Alcoholic Beverages Sales Tax,42,2014,1
Q1-2014,Alabama,AL,T11,T11 Amusements Sales Tax,0,2014,1
Q1-2014,Alabama,AL,T12,T12 Insurance Premiums Sales Tax,53,2014,1
Q1-2014,Alabama,AL,T13,T13 Motor Fuels Sales Tax,129,2014,1
Q1-2014,Alabama,AL,T14,T14 Pari-Mutuels Sales Tax,0,2014,1
Q1-2014,Alabama,AL,T15,T15 Public Utilities Sales Tax,199,2014,1
Q1-2014,Alabama,AL,T16,T16 Tobacco Products Sales Tax,28,2014,1
Q1-2014,Alabama,AL,T19,T19 Other Selective Sales and Gross Receipts Taxes,68,2014,1
Q1-2014,Alabama,AL,T20,T20 Alcoholic Beverages License,0,2014,1
Q1-2014,Alabama,AL,T22,T22 Corporations In General License,7,2014,1
Q1-2014,Alabama,AL,T23,T23 Hunting and Fishing License,4,2014,1
Q1-2014,Alabama,AL,T24,T24 Motor Vehicles License,39,2014,1
Q1-2014,Alabama,AL,T25,T25 Motor Vehicle Operators License,5,2014,1
Q1-2014,Alabama,AL,T27,T27 Public Utilities License,3,2014,1
Q1-2014,Alabama,AL,T28,"T28 Occupation and Business License, Not Elsewhere Classified",11,2014,1
Q1-2014,Alabama,AL,T29,T29 Other License Taxes,0,2014,1
Q1-2014,Alabama,AL,T40,T40 Individual Income Taxes,773,2014,1
Q1-2014,Alabama,AL,T41,T41 Corporation Net Income Taxes,74,2014,1
Q1-2014,Alabama,AL,T50,T50 Death and Gift Taxes,0,2014,1
Q1-2014,Alabama,AL,T51,T51 Documentary and Stock Transfer Taxes,8,2014,1
Q1-2014,Alabama,AL,T53,T53 Severance Taxes,28,2014,1
Q1-2014,Alabama,AL,T99,"T99 Taxes, Not Elsewhere Classified",0,2014,1
Q1-2014,Alabama,AL,TOTAL,Total Taxes,2206,2014,1
Q2-2014,Alabama,AL,T01,T01 Property Taxes,17,2014,2
Q2-2014,Alabama,AL,T09,T09 General Sales and Gross Receipts Taxes,618,2014,2
Q2-2014,Alabama,AL,T10,T10 Alcoholic Beverages Sales Tax,46,2014,2
Q2-2014,Alabama,AL,T11,T11 Amusements Sales Tax,0,2014,2
Q2-2014,Alabama,AL,T12,T12 Insurance Premiums Sales Tax,57,2014,2
Q2-2014,Alabama,AL,T13,T13 Motor Fuels Sales Tax,140,2014,2
Q2-2014,Alabama,AL,T14,T14 Pari-Mutuels Sales Tax,0,2014,2
Q2-2014,Alabama,AL,T15,T15 Public Utilities Sales Tax,172,2014,2
Q2-2014,Alabama,AL,T16,T16 Tobacco Products Sales Tax,29,2014,2
Q2-2014,Alabama,AL,T19,T19 Other Selective Sales and Gross Receipts Taxes,69,2014,2
Q2-2014,Alabama,AL,T20,T20 Alcoholic Beverages License,0,2014,2
Q2-2014,Alabama,AL,T22,T22 Corporations In General License,32,2014,2
Q2-2014,Alabama,AL,T23,T23 Hunting and Fishing License,4,2014,2
Q2-2014,Alabama,AL,T24,T24 Motor Vehicles License,47,2014,2
Q2-2014,Alabama,AL,T25,T25 Motor Vehicle Operators License,6,2014,2
Q2-2014,Alabama,AL,T27,T27 Public Utilities License,4,2014,2
Q2-2014,Alabama,AL,T28,"T28 Occupation and Business License, Not Elsewhere Classified",15,2014,2
Q2-2014,Alabama,AL,T29,T29 Other License Taxes,0,2014,2
Q2-2014,Alabama,AL,T40,T40 Individual Income Taxes,907,2014,2
Q2-2014,Alabama,AL,T41,T41 Corporation Net Income Taxes,158,2014,2
Q2-2014,Alabama,AL,T50,T50 Death and Gift Taxes,0,2014,2
Q2-2014,Alabama,AL,T51,T51 Documentary and Stock Transfer Taxes,9,2014,2
Q2-2014,Alabama,AL,T53,T53 Severance Taxes,28,2014,2
Q2-2014,Alabama,AL,TOTAL,Total Taxes,2357,2014,2
Q3-2014,Alabama,AL,T01,T01 Property Taxes,14,2014,3
Q3-2014,Alabama,AL,T09,T09 General Sales and Gross Receipts Taxes,612,2014,3
Q3-2014,Alabama,AL,T10,T10 Alcoholic Beverages Sales Tax,44,2014,3
Q3-2014,Alabama,AL,T11,T11 Amusements Sales Tax,0,2014,3
Q3-2014,Alabama,AL,T12,T12 Insurance Premiums Sales Tax,119,2014,3
Q3-2014,Alabama,AL,T13,T13 Motor Fuels Sales Tax,133,2014,3
Q3-2014,Alabama,AL,T14,T14 Pari-Mutuels Sales Tax,0,2014,3
Q3-2014,Alabama,AL,T15,T15 Public Utilities Sales Tax,186,2014,3
Q3-2014,Alabama,AL,T16,T16 Tobacco Products Sales Tax,30,2014,3
Q3-2014,Alabama,AL,T19,T19 Other Selective Sales and Gross Receipts Taxes,79,2014,3
Q3-2014,Alabama,AL,T20,T20 Alcoholic Beverages License,0,2014,3
Q3-2014,Alabama,AL,T22,T22 Corporations In General License,29,2014,3
Q3-2014,Alabama,AL,T23,T23 Hunting and Fishing License,5,2014,3
Q3-2014,Alabama,AL,T24,T24 Motor Vehicles License,46,2014,3
Q3-2014,Alabama,AL,T25,T25 Motor Vehicle Operators License,6,2014,3
Q3-2014,Alabama,AL,T27,T27 Public Utilities License,3,2014,3
Q3-2014,Alabama,AL,T28,"T28 Occupation and Business License, Not Elsewhere Classified",11,2014,3
Q3-2014,Alabama,AL,T29,T29 Other License Taxes,0,2014,3
Q3-2014,Alabama,AL,T40,T40 Individual Income Taxes,779,2014,3
Q3-2014,Alabama,AL,T41,T41 Corporation Net Income Taxes,99,2014,3
Q3-2014,Alabama,AL,T50,T50 Death and Gift Taxes,0,2014,3
Q3-2014,Alabama,AL,T51,T51 Documentary and Stock Transfer Taxes,10,2014,3
Q3-2014,Alabama,AL,T53,T53 Severance Taxes,30,2014,3
Q3-2014,Alabama,AL,TOTAL,Total Taxes,2235,2014,3
Q4-2014,Alabama,AL,T01,T01 Property Taxes,142,2014,4
Q4-2014,Alabama,AL,T09,T09 General Sales and Gross Receipts Taxes,610,2014,4
Q4-2014,Alabama,AL,T10,T10 Alcoholic Beverages Sales Tax,52,2014,4
Q4-2014,Alabama,AL,T11,T11 Amusements Sales Tax,0,2014,4
Q4-2014,Alabama,AL,T12,T12 Insurance Premiums Sales Tax,67,2014,4
Q4-2014,Alabama,AL,T13,T13 Motor Fuels Sales Tax,136,2014,4
Q4-2014,Alabama,AL,T14,T14 Pari-Mutuels Sales Tax,0,2014,4
Q4-2014,Alabama,AL,T15,T15 Public Utilities Sales Tax,181,2014,4
Q4-2014,Alabama,AL,T16,T16 Tobacco Products Sales Tax,29,2014,4
Q4-2014,Alabama,AL,T19,T19 Other Selective Sales and Gross Receipts Taxes,71,2014,4
Q4-2014,Alabama,AL,T20,T20 Alcoholic Beverages License,4,2014,4
Q4-2014,Alabama,AL,T22,T22 Corporations In General License,10,2014,4
Q4-2014,Alabama,AL,T23,T23 Hunting and Fishing License,9,2014,4
Q4-2014,Alabama,AL,T24,T24 Motor Vehicles License,63,2014,4
Q4-2014,Alabama,AL,T25,T25 Motor Vehicle Operators License,5,2014,4
Q4-2014,Alabama,AL,T27,T27 Public Utilities License,5,2014,4
Q4-2014,Alabama,AL,T28,"T28 Occupation and Business License, Not Elsewhere Classified",23,2014,4
Q4-2014,Alabama,AL,T29,T29 Other License Taxes,0,2014,4
Q4-2014,Alabama,AL,T40,T40 Individual Income Taxes,757,2014,4
Q4-2014,Alabama,AL,T41,T41 Corporation Net Income Taxes,167,2014,4
Q4-2014,Alabama,AL,T50,T50 Death and Gift Taxes,0,2014,4
Q4-2014,Alabama,AL,T51,T51 Documentary and Stock Transfer Taxes,9,2014,4
Q4-2014,Alabama,AL,T53,T53 Severance Taxes,24,2014,4
Q4-2014,Alabama,AL,TOTAL,Total Taxes,2364,2014,4
Q1-2015,Alabama,AL,T01,T01 Property Taxes,172,2015,1
Q1-2015,Alabama,AL,T09,T09 General Sales and Gross Receipts Taxes,587,2015,1
Q1-2015,Alabama,AL,T10,T10 Alcoholic Beverages Sales Tax,45,2015,1
Q1-2015,Alabama,AL,T11,T11 Amusements Sales Tax,0,2015,1
Q1-2015,Alabama,AL,T12,T12 Insurance Premiums Sales Tax,57,2015,1
Q1-2015,Alabama,AL,T13,T13 Motor Fuels Sales Tax,133,2015,1
Q1-2015,Alabama,AL,T14,T14 Pari-Mutuels Sales Tax,0,2015,1
Q1-2015,Alabama,AL,T15,T15 Public Utilities Sales Tax,189,2015,1
Q1-2015,Alabama,AL,T16,T16 Tobacco Products Sales Tax,27,2015,1
Q1-2015,Alabama,AL,T19,T19 Other Selective Sales and Gross Receipts Taxes,71,2015,1
Q1-2015,Alabama,AL,T20,T20 Alcoholic Beverages License,0,2015,1
Q1-2015,Alabama,AL,T22,T22 Corporations In General License,85,2015,1
Q1-2015,Alabama,AL,T23,T23 Hunting and Fishing License,4,2015,1
Q1-2015,Alabama,AL,T24,T24 Motor Vehicles License,56,2015,1
Q1-2015,Alabama,AL,T25,T25 Motor Vehicle Operators License,7,2015,1
Q1-2015,Alabama,AL,T27,T27 Public Utilities License,3,2015,1
Q1-2015,Alabama,AL,T28,"T28 Occupation and Business License, Not Elsewhere Classified",13,2015,1
Q1-2015,Alabama,AL,T29,T29 Other License Taxes,0,2015,1
Q1-2015,Alabama,AL,T40,T40 Individual Income Taxes,808,2015,1
Q1-2015,Alabama,AL,T41,T41 Corporation Net Income Taxes,102,2015,1
Q1-2015,Alabama,AL,T50,T50 Death and Gift Taxes,0,2015,1
Q1-2015,Alabama,AL,T51,T51 Documentary and Stock Transfer Taxes,12,2015,1
Q1-2015,Alabama,AL,T53,T53 Severance Taxes,20,2015,1
Q1-2015,Alabama,AL,TOTAL,Total Taxes,2392,2015,1
Q2-2015,Alabama,AL,T01,T01 Property Taxes,10,2015,2
Q2-2015,Alabama,AL,T09,T09 General Sales and Gross Receipts Taxes,637,2015,2
Q2-2015,Alabama,AL,T10,T10 Alcoholic Beverages Sales Tax,47,2015,2
Q2-2015,Alabama,AL,T11,T11 Amusements Sales Tax,0,2015,2
Q2-2015,Alabama,AL,T12,T12 Insurance Premiums Sales Tax,64,2015,2
Q2-2015,Alabama,AL,T13,T13 Motor Fuels Sales Tax,143,2015,2
Q2-2015,Alabama,AL,T14,T14 Pari-Mutuels Sales Tax,0,2015,2
Q2-2015,Alabama,AL,T15,T15 Public Utilities Sales Tax,172,2015,2
Q2-2015,Alabama,AL,T16,T16 Tobacco Products Sales Tax,30,2015,2
Q2-2015,Alabama,AL,T19,T19 Other Selective Sales and Gross Receipts Taxes,70,2015,2
Q2-2015,Alabama,AL,T20,T20 Alcoholic Beverages License,0,2015,2
Q2-2015,Alabama,AL,T22,T22 Corporations In General License,42,2015,2
Q2-2015,Alabama,AL,T23,T23 Hunting and Fishing License,4,2015,2
Q2-2015,Alabama,AL,T24,T24 Motor Vehicles License,42,2015,2
Q2-2015,Alabama,AL,T25,T25 Motor Vehicle Operators License,9,2015,2
Q2-2015,Alabama,AL,T27,T27 Public Utilities License,4,2015,2
Q2-2015,Alabama,AL,T28,"T28 Occupation and Business License, Not Elsewhere Classified",11,2015,2
Q2-2015,Alabama,AL,T29,T29 Other License Taxes,0,2015,2
Q2-2015,Alabama,AL,T40,T40 Individual Income Taxes,958,2015,2
Q2-2015,Alabama,AL,T41,T41 Corporation Net Income Taxes,137,2015,2
Q2-2015,Alabama,AL,T50,T50 Death and Gift Taxes,0,2015,2
Q2-2015,Alabama,AL,T51,T51 Documentary and Stock Transfer Taxes,7,2015,2
Q2-2015,Alabama,AL,T53,T53 Severance Taxes,18,2015,2
Q2-2015,Alabama,AL,TOTAL,Total Taxes,2403,2015,2
Q3-2015,Alabama,AL,T01,T01 Property Taxes,12,2015,3
Q3-2015,Alabama,AL,T09,T09 General Sales and Gross Receipts Taxes,630,2015,3
Q3-2015,Alabama,AL,T10,T10 Alcoholic Beverages Sales Tax,49,2015,3
Q3-2015,Alabama,AL,T11,T11 Amusements Sales Tax,0,2015,3
Q3-2015,Alabama,AL,T12,T12 Insurance Premiums Sales Tax,125,2015,3
Q3-2015,Alabama,AL,T13,T13 Motor Fuels Sales Tax,148,2015,3
Q3-2015,Alabama,AL,T14,T14 Pari-Mutuels Sales Tax,0,2015,3
Q3-2015,Alabama,AL,T15,T15 Public Utilities Sales Tax,193,2015,3
Q3-2015,Alabama,AL,T16,T16 Tobacco Products Sales Tax,30,2015,3
Q3-2015,Alabama,AL,T19,T19 Other Selective Sales and Gross Receipts Taxes,84,2015,3
Q3-2015,Alabama,AL,T20,T20 Alcoholic Beverages License,0,2015,3
Q3-2015,Alabama,AL,T22,T22 Corporations In General License,20,2015,3
Q3-2015,Alabama,AL,T23,T23 Hunting and Fishing License,6,2015,3
Q3-2015,Alabama,AL,T24,T24 Motor Vehicles License,51,2015,3
Q3-2015,Alabama,AL,T25,T25 Motor Vehicle Operators License,10,2015,3
Q3-2015,Alabama,AL,T27,T27 Public Utilities License,3,2015,3
Q3-2015,Alabama,AL,T28,"T28 Occupation and Business License, Not Elsewhere Classified",12,2015,3
Q3-2015,Alabama,AL,T29,T29 Other License Taxes,0,2015,3
Q3-2015,Alabama,AL,T40,T40 Individual Income Taxes,814,2015,3
Q3-2015,Alabama,AL,T41,T41 Corporation Net Income Taxes,127,2015,3
Q3-2015,Alabama,AL,T50,T50 Death and Gift Taxes,0,2015,3
Q3-2015,Alabama,AL,T51,T51 Documentary and Stock Transfer Taxes,11,2015,3
Q3-2015,Alabama,AL,T53,T53 Severance Taxes,18,2015,3
Q3-2015,Alabama,AL,TOTAL,Total Taxes,2344,2015,3
Q4-2015,Alabama,AL,T01,T01 Property Taxes,150,2015,4
Q4-2015,Alabama,AL,T09,T09 General Sales and Gross Receipts Taxes,641,2015,4
Q4-2015,Alabama,AL,T10,T10 Alcoholic Beverages Sales Tax,57,2015,4
Q4-2015,Alabama,AL,T11,T11 Amusements Sales Tax,0,2015,4
Q4-2015,Alabama,AL,T12,T12 Insurance Premiums Sales Tax,70,2015,4
Q4-2015,Alabama,AL,T13,T13 Motor Fuels Sales Tax,140,2015,4
Q4-2015,Alabama,AL,T14,T14 Pari-Mutuels Sales Tax,0,2015,4
Q4-2015,Alabama,AL,T15,T15 Public Utilities Sales Tax,171,2015,4
Q4-2015,Alabama,AL,T16,T16 Tobacco Products Sales Tax,42,2015,4
Q4-2015,Alabama,AL,T19,T19 Other Selective Sales and Gross Receipts Taxes,77,2015,4
Q4-2015,Alabama,AL,T20,T20 Alcoholic Beverages License,4,2015,4
Q4-2015,Alabama,AL,T22,T22 Corporations In General License,16,2015,4
Q4-2015,Alabama,AL,T23,T23 Hunting and Fishing License,9,2015,4
Q4-2015,Alabama,AL,T24,T24 Motor Vehicles License,62,2015,4
Q4-2015,Alabama,AL,T25,T25 Motor Vehicle Operators License,6,2015,4
Q4-2015,Alabama,AL,T27,T27 Public Utilities License,5,2015,4
Q4-2015,Alabama,AL,T28,"T28 Occupation and Business License, Not Elsewhere Classified",22,2015,4
Q4-2015,Alabama,AL,T29,T29 Other License Taxes,0,2015,4
Q4-2015,Alabama,AL,T40,T40 Individual Income Taxes,828,2015,4
Q4-2015,Alabama,AL,T41,T41 Corporation Net Income Taxes,92,2015,4
Q4-2015,Alabama,AL,T50,T50 Death and Gift Taxes,0,2015,4
Q4-2015,Alabama,AL,T51,T51 Documentary and Stock Transfer Taxes,11,2015,4
Q4-2015,Alabama,AL,T53,T53 Severance Taxes,13,2015,4
Q4-2015,Alabama,AL,TOTAL,Total Taxes,2417,2015,4
Q1-2016,Alabama,AL,T01,T01 Property Taxes,166,2016,1
Q1-2016,Alabama,AL,T09,T09 General Sales and Gross Receipts Taxes,638,2016,1
Q1-2016,Alabama,AL,T10,T10 Alcoholic Beverages Sales Tax,49,2016,1
Q1-2016,Alabama,AL,T11,T11 Amusements Sales Tax,0,2016,1
Q1-2016,Alabama,AL,T12,T12 Insurance Premiums Sales Tax,53,2016,1
Q1-2016,Alabama,AL,T13,T13 Motor Fuels Sales Tax,139,2016,1
Q1-2016,Alabama,AL,T14,T14 Pari-Mutuels Sales Tax,0,2016,1
Q1-2016,Alabama,AL,T15,T15 Public Utilities Sales Tax,178,2016,1
Q1-2016,Alabama,AL,T16,T16 Tobacco Products Sales Tax,44,2016,1
Q1-2016,Alabama,AL,T19,T19 Other Selective Sales and Gross Receipts Taxes,75,2016,1
Q1-2016,Alabama,AL,T20,T20 Alcoholic Beverages License,0,2016,1
Q1-2016,Alabama,AL,T22,T22 Corporations In General License,88,2016,1
Q1-2016,Alabama,AL,T23,T23 Hunting and Fishing License,5,2016,1
Q1-2016,Alabama,AL,T24,T24 Motor Vehicles License,45,2016,1
Q1-2016,Alabama,AL,T25,T25 Motor Vehicle Operators License,9,2016,1
Q1-2016,Alabama,AL,T27,T27 Public Utilities License,3,2016,1
Q1-2016,Alabama,AL,T28,"T28 Occupation and Business License, Not Elsewhere Classified",11,2016,1
Q1-2016,Alabama,AL,T29,T29 Other License Taxes,0,2016,1
Q1-2016,Alabama,AL,T40,T40 Individual Income Taxes,799,2016,1
Q1-2016,Alabama,AL,T41,T41 Corporation Net Income Taxes,97,2016,1
Q1-2016,Alabama,AL,T50,T50 Death and Gift Taxes,0,2016,1
Q1-2016,Alabama,AL,T51,T51 Documentary and Stock Transfer Taxes,10,2016,1
Q1-2016,Alabama,AL,T53,T53 Severance Taxes,11,2016,1
Q1-2016,Alabama,AL,TOTAL,Total Taxes,2421,2016,1
Q2-2016,Alabama,AL,T01,T01 Property Taxes,17,2016,2
Q2-2016,Alabama,AL,T09,T09 General Sales and Gross Receipts Taxes,669,2016,2
Q2-2016,Alabama,AL,T10,T10 Alcoholic Beverages Sales Tax,52,2016,2
Q2-2016,Alabama,AL,T11,T11 Amusements Sales Tax,0,2016,2
Q2-2016,Alabama,AL,T12,T12 Insurance Premiums Sales Tax,65,2016,2
Q2-2016,Alabama,AL,T13,T13 Motor Fuels Sales Tax,150,2016,2
Q2-2016,Alabama,AL,T14,T14 Pari-Mutuels Sales Tax,0,2016,2
Q2-2016,Alabama,AL,T15,T15 Public Utilities Sales Tax,160,2016,2
Q2-2016,Alabama,AL,T16,T16 Tobacco Products Sales Tax,47,2016,2
Q2-2016,Alabama,AL,T19,T19 Other Selective Sales and Gross Receipts Taxes,79,2016,2
Q2-2016,Alabama,AL,T20,T20 Alcoholic Beverages License,0,2016,2
Q2-2016,Alabama,AL,T22,T22 Corporations In General License,38,2016,2
Q2-2016,Alabama,AL,T23,T23 Hunting and Fishing License,4,2016,2
Q2-2016,Alabama,AL,T24,T24 Motor Vehicles License,56,2016,2
Q2-2016,Alabama,AL,T25,T25 Motor Vehicle Operators License,9,2016,2
Q2-2016,Alabama,AL,T27,T27 Public Utilities License,4,2016,2
Q2-2016,Alabama,AL,T28,"T28 Occupation and Business License, Not Elsewhere Classified",11,2016,2
Q2-2016,Alabama,AL,T29,T29 Other License Taxes,0,2016,2
Q2-2016,Alabama,AL,T40,T40 Individual Income Taxes,1035,2016,2
Q2-2016,Alabama,AL,T41,T41 Corporation Net Income Taxes,137,2016,2
Q2-2016,Alabama,AL,T50,T50 Death and Gift Taxes,0,2016,2
Q2-2016,Alabama,AL,T51,T51 Documentary and Stock Transfer Taxes,12,2016,2
Q2-2016,Alabama,AL,T53,T53 Severance Taxes,10,2016,2
Q2-2016,Alabama,AL,TOTAL,Total Taxes,2553,2016,2
Q3-2016,Alabama,AL,T01,T01 Property Taxes,13,2016,3
Q3-2016,Alabama,AL,T09,T09 General Sales and Gross Receipts Taxes,648,2016,3
Q3-2016,Alabama,AL,T10,T10 Alcoholic Beverages Sales Tax,52,2016,3
Q3-2016,Alabama,AL,T11,T11 Amusements Sales Tax,0,2016,3
Q3-2016,Alabama,AL,T12,T12 Insurance Premiums Sales Tax,129,2016,3
Q3-2016,Alabama,AL,T13,T13 Motor Fuels Sales Tax,98,2016,3
Q3-2016,Alabama,AL,T14,T14 Pari-Mutuels Sales Tax,0,2016,3
Q3-2016,Alabama,AL,T15,T15 Public Utilities Sales Tax,186,2016,3
Q3-2016,Alabama,AL,T16,T16 Tobacco Products Sales Tax,47,2016,3
Q3-2016,Alabama,AL,T19,T19 Other Selective Sales and Gross Receipts Taxes,88,2016,3
Q3-2016,Alabama,AL,T20,T20 Alcoholic Beverages License,0,2016,3
Q3-2016,Alabama,AL,T22,T22 Corporations In General License,21,2016,3
Q3-2016,Alabama,AL,T23,T23 Hunting and Fishing License,6,2016,3
Q3-2016,Alabama,AL,T24,T24 Motor Vehicles License,51,2016,3
Q3-2016,Alabama,AL,T25,T25 Motor Vehicle Operators License,10,2016,3
Q3-2016,Alabama,AL,T27,T27 Public Utilities License,3,2016,3
Q3-2016,Alabama,AL,T28,"T28 Occupation and Business License, Not Elsewhere Classified",12,2016,3
Q3-2016,Alabama,AL,T29,T29 Other License Taxes,0,2016,3
Q3-2016,Alabama,AL,T40,T40 Individual Income Taxes,831,2016,3
Q3-2016,Alabama,AL,T41,T41 Corporation Net Income Taxes,50,2016,3
Q3-2016,Alabama,AL,T50,T50 Death and Gift Taxes,0,2016,3
Q3-2016,Alabama,AL,T51,T51 Documentary and Stock Transfer Taxes,12,2016,3
Q3-2016,Alabama,AL,T53,T53 Severance Taxes,12,2016,3
Q3-2016,Alabama,AL,TOTAL,Total Taxes,2269,2016,3
Q4-2016,Alabama,AL,T01,T01 Property Taxes,157,2016,4
Q4-2016,Alabama,AL,T09,T09 General Sales and Gross Receipts Taxes,662,2016,4
Q4-2016,Alabama,AL,T10,T10 Alcoholic Beverages Sales Tax,58,2016,4
Q4-2016,Alabama,AL,T11,T11 Amusements Sales Tax,0,2016,4
Q4-2016,Alabama,AL,T12,T12 Insurance Premiums Sales Tax,73,2016,4
Q4-2016,Alabama,AL,T13,T13 Motor Fuels Sales Tax,197,2016,4
Q4-2016,Alabama,AL,T14,T14 Pari-Mutuels Sales Tax,0,2016,4
Q4-2016,Alabama,AL,T15,T15 Public Utilities Sales Tax,168,2016,4
Q4-2016,Alabama,AL,T16,T16 Tobacco Products Sales Tax,46,2016,4
Q4-2016,Alabama,AL,T19,T19 Other Selective Sales and Gross Receipts Taxes,74,2016,4
Q4-2016,Alabama,AL,T20,T20 Alcoholic Beverages License,4,2016,4
Q4-2016,Alabama,AL,T22,T22 Corporations In General License,19,2016,4
Q4-2016,Alabama,AL,T23,T23 Hunting and Fishing License,9,2016,4
Q4-2016,Alabama,AL,T24,T24 Motor Vehicles License,69,2016,4
Q4-2016,Alabama,AL,T25,T25 Motor Vehicle Operators License,8,2016,4
Q4-2016,Alabama,AL,T27,T27 Public Utilities License,4,2016,4
Q4-2016,Alabama,AL,T28,"T28 Occupation and Business License, Not Elsewhere Classified",23,2016,4
Q4-2016,Alabama,AL,T29,T29 Other License Taxes,0,2016,4
Q4-2016,Alabama,AL,T40,T40 Individual Income Taxes,857,2016,4
Q4-2016,Alabama,AL,T41,T41 Corporation Net Income Taxes,76,2016,4
Q4-2016,Alabama,AL,T50,T50 Death and Gift Taxes,0,2016,4
